pbframe	pbframelabel	pbrole	fnframe	vaframe
pbrs:whore-01	to act like a prostitute, or consort with prostitutes	pblr:whore-01.thing-whored		va:0200f
pbrs:whore-01	to act like a prostitute, or consort with prostitutes	pblr:whore-01.agent		va:0200f
pbrs:whore-01	to act like a prostitute, or consort with prostitutes	pblr:whore-01.to-or-for-whom		va:0200f
pbrs:whump-01	whump, make noise	pblr:whump-01.thing-whumping		
pbrs:whup-01	beat	pblr:whup-01.domain-in-which-the-beating-occurs		
pbrs:whup-01	beat	pblr:whup-01.instrument		
pbrs:whup-01	beat	pblr:whup-01.victim		
pbrs:whup-01	beat	pblr:whup-01.agent		
pbrs:wick-01	absorb or draw off liquid	pblr:wick-01.absorber		va:0004f
pbrs:wick-01	absorb or draw off liquid	pblr:wick-01.liquid		va:0004f
pbrs:wide-02	spanning a great breadth	pblr:wide-02.anchor		
pbrs:wide-02	spanning a great breadth	pblr:wide-02.scale		
pbrs:wide-02	spanning a great breadth	pblr:wide-02.width-measurement		
pbrs:wide-02	spanning a great breadth	pblr:wide-02.wide-entity		
pbrs:wide-02	spanning a great breadth	pblr:wide-02.axis-measured		
pbrs:widen-01	make wider	pblr:widen-01.ext		va:0430f
pbrs:widen-01	make wider	pblr:widen-01.thing-becoming-wider		va:0430f
pbrs:widen-01	make wider	pblr:widen-01.causal-agent		va:0430f
pbrs:widen-01	make wider	pblr:widen-01.start-point		va:0430f
pbrs:widen-01	make wider	pblr:widen-01.end-point		va:0430f
pbrs:widespread-01	distributed widely	pblr:widespread-01.thing-distributed-widely		
pbrs:widow-01	(cause to) become unmarried because of death	pblr:widow-01.causer-of-widowment		va:0619f
pbrs:widow-01	(cause to) become unmarried because of death	pblr:widow-01.widow		va:0619f
pbrs:wield-01	hold, brandish	pblr:wield-01.benefactive		va:0079f
pbrs:wield-01	hold, brandish	pblr:wield-01.thing-held		va:0079f
pbrs:wield-01	hold, brandish	pblr:wield-01.holder		va:0079f
pbrs:wield-01	hold, brandish	pblr:wield-01.secondary-attribute-of-thing-held		va:0079f
pbrs:wiggle-01	mode of motion	pblr:wiggle-01.path		va:0153f
pbrs:wiggle-01	mode of motion	pblr:wiggle-01.entity-in-motion		va:0153f
pbrs:wiggle-02	cause to wiggle	pblr:wiggle-02.thing-wiggling		va:0153f
pbrs:wiggle-02	cause to wiggle	pblr:wiggle-02.causer		va:0153f
pbrs:wikipedia-01	look up on wikipedia	pblr:wikipedia-01.target-of-search		
pbrs:wikipedia-01	look up on wikipedia	pblr:wikipedia-01.agent-of-search		
pbrs:wild-01	out of control, crazy	pblr:wild-01.crazy-entity		
pbrs:wild-02	feral, growing without cultivation	pblr:wild-02.ferel-organism		
pbrs:wild-03	wild about: really really like	pblr:wild-03.liker		
pbrs:wild-03	wild about: really really like	pblr:wild-03.liked		
pbrs:wildfire-01	natural disaster: burning wild land	pblr:wildfire-01.vegetation-burned		
pbrs:wildfire-01	natural disaster: burning wild land	pblr:wildfire-01.damages		
pbrs:wildfire-01	natural disaster: burning wild land	pblr:wildfire-01.acre-count		
pbrs:wildfire-01	natural disaster: burning wild land	pblr:wildfire-01.death-toll		
pbrs:will-01	give in a will, bequeath	pblr:will-01.beneficiary		va:0189f
pbrs:will-01	give in a will, bequeath	pblr:will-01.bequeather		va:0189f
pbrs:will-01	give in a will, bequeath	pblr:will-01.inheritance		va:0189f
pbrs:will-02	desire some state/action, desiring, agreeing to	pblr:will-02.state-desired		
pbrs:will-02	desire some state/action, desiring, agreeing to	pblr:will-02.desirer		
pbrs:wilt-01	to become weak or droopy	pblr:wilt-01.patient		va:0445f
pbrs:wilt-01	to become weak or droopy	pblr:wilt-01.cause		va:0445f
pbrs:wilt-01	to become weak or droopy	pblr:wilt-01.end-state		va:0445f
pbrs:wimp-01	to lose courage to do something	pblr:wimp-01.task-that-arg0-fails-to-do		
pbrs:wimp-01	to lose courage to do something	pblr:wimp-01.entity-losing-courage		
pbrs:win-01	win, win a prize/contest	pblr:win-01.contest		va:0081f
pbrs:win-01	win, win a prize/contest	pblr:win-01.winner		va:0081f
pbrs:win-01	win, win a prize/contest	pblr:win-01.beneficiary		va:0081f
pbrs:win-01	win, win a prize/contest	pblr:win-01.prize		va:0081f
pbrs:win-01	win, win a prize/contest	pblr:win-01.loser		va:0081f
pbrs:win-01	win, win a prize/contest	pblr:win-01.in-exchange-for		va:0081f
pbrs:win-over-02	cause change of opinion	pblr:win-over-02.causer-of-changing-opinion		
pbrs:win-over-02	cause change of opinion	pblr:win-over-02.new-opinion		
pbrs:win-over-02	cause change of opinion	pblr:win-over-02.entity-with-opinion		
pbrs:wince-01	to shrink or start involuntarily, as in pain or distress	pblr:wince-01.reason-for-wincing		va:0397f
pbrs:wince-01	to shrink or start involuntarily, as in pain or distress	pblr:wince-01.wincer		va:0397f
pbrs:wind-01	move in circular fashion, cause to be coiled	pblr:wind-01.roller		va:0056f
pbrs:wind-01	move in circular fashion, cause to be coiled	pblr:wind-01.secondary-attribute-of-arg1		va:0056f
pbrs:wind-01	move in circular fashion, cause to be coiled	pblr:wind-01.thing-rolled-or-rolling		va:0056f
pbrs:wind-down-04	wind down: come/bring to a stop	pblr:wind-down-04.entity-causing-something-else-to-stop		
pbrs:wind-down-04	wind down: come/bring to a stop	pblr:wind-down-04.thing-stopping		
pbrs:wind-up-02	wind up: result in a condition	pblr:wind-up-02.the-condition		
pbrs:wind-up-02	wind up: result in a condition	pblr:wind-up-02.who-s-coming-into-a-condition		
pbrs:wind-up-03	wind up: move in circular fashion, cause to be coiled, tightly coild, stressed, anxious	pblr:wind-up-03.thing-rolled-or-rolling		
pbrs:wind-up-03	wind up: move in circular fashion, cause to be coiled, tightly coild, stressed, anxious	pblr:wind-up-03.roller		
pbrs:wind-up-03	wind up: move in circular fashion, cause to be coiled, tightly coild, stressed, anxious	pblr:wind-up-03.secondary-attribute-of-arg1		
pbrs:wind-up-05	wind up: bring to an end	pblr:wind-up-05.entity-causing-something-else-to-stop		
pbrs:wind-up-05	wind up: bring to an end	pblr:wind-up-05.thing-stopping		
pbrs:windsurf-01		pblr:windsurf-01.windsurfer		
pbrs:windsurf-01		pblr:windsurf-01.path		
pbrs:wine-01	plying with wine (usually followed by 'and dining')	pblr:wine-01.arg0-s-date		
pbrs:wine-01	plying with wine (usually followed by 'and dining')	pblr:wine-01.wine-giver		
pbrs:wing-01	fly through the air, travel via air	pblr:wing-01.thing-actually-doing-the-flying		
pbrs:wing-01	fly through the air, travel via air	pblr:wing-01.causal-agent		
pbrs:wing-01	fly through the air, travel via air	pblr:wing-01.benefactive		
pbrs:wing-02	make it up as you go	pblr:wing-02.innovator		
pbrs:wing-02	make it up as you go	pblr:wing-02.it		
pbrs:wink-01	close one eye	pblr:wink-01.eye		va:0346f
pbrs:wink-01	close one eye	pblr:wink-01.winker		va:0346f
pbrs:wink-01	close one eye	pblr:wink-01.winked-at		va:0346f
pbrs:winkle-01	to pry, extract, or force from a   position	pblr:winkle-01.agent		
pbrs:winkle-01	to pry, extract, or force from a   position	pblr:winkle-01.thing-pried		
pbrs:winkle-01	to pry, extract, or force from a   position	pblr:winkle-01.pried-from		
pbrs:winnow-01	winnow	pblr:winnow-01.prepositional-complement-of-arg1		
pbrs:winnow-01	winnow	pblr:winnow-01.thing-winnowed		
pbrs:winnow-01	winnow	pblr:winnow-01.winnower		
pbrs:winter-01	vacation during the winter	pblr:winter-01.vacationer		
pbrs:winter-01	vacation during the winter	pblr:winter-01.location-of-vacation		
pbrs:wipe-01	move with wiping action	pblr:wipe-01.instrument		va:0153f
pbrs:wipe-01	move with wiping action	pblr:wipe-01.source		va:0153f
pbrs:wipe-01	move with wiping action	pblr:wipe-01.thing-moved		va:0153f
pbrs:wipe-01	move with wiping action	pblr:wipe-01.causer-of-motion		va:0153f
pbrs:wipe-off-03	wipe off: remove impurities from a surface	pblr:wipe-off-03.surface		
pbrs:wipe-off-03	wipe off: remove impurities from a surface	pblr:wipe-off-03.wiper		
pbrs:wipe-out-02	wipe out: exhaust, use up	pblr:wipe-out-02.thing-becoming-exhausted		
pbrs:wipe-out-02	wipe out: exhaust, use up	pblr:wipe-out-02.instrument		
pbrs:wipe-out-02	wipe out: exhaust, use up	pblr:wipe-out-02.user		
pbrs:wipe-up-04	wipe up: remove via wiping action	pblr:wipe-up-04.instrument		
pbrs:wipe-up-04	wipe up: remove via wiping action	pblr:wipe-up-04.dirty-surface		
pbrs:wipe-up-04	wipe up: remove via wiping action	pblr:wipe-up-04.impurity		
pbrs:wipe-up-04	wipe up: remove via wiping action	pblr:wipe-up-04.wiper		
pbrs:wire-01	send electronically	pblr:wire-01.sent		va:0083f
pbrs:wire-01	send electronically	pblr:wire-01.sender		va:0083f
pbrs:wire-01	send electronically	pblr:wire-01.recipient		va:0083f
pbrs:wire-02	attach with wires	pblr:wire-02.entity-wired		va:0206f
pbrs:wire-02	attach with wires	pblr:wire-02.cause-of-attachment		va:0206f
pbrs:wire-02	attach with wires	pblr:wire-02.other-entity-or-end-state		va:0206f
pbrs:wireless-01	wireless	pblr:wireless-01.sender		
pbrs:wireless-01	wireless	pblr:wireless-01.sent-to		
pbrs:wireless-01	wireless	pblr:wireless-01.entity-sent		
pbrs:wise-01	characterized by wisdom	pblr:wise-01.that-characterized-as-wise		
pbrs:wise-02	knowing about ('wise to')	pblr:wise-02.known		
pbrs:wise-02	knowing about ('wise to')	pblr:wise-02.knower		
pbrs:wise-up-03	become wise (to something)	pblr:wise-up-03.outside-agent-or-causer		
pbrs:wise-up-03	become wise (to something)	pblr:wise-up-03.entity-becoming-wise		
pbrs:wise-up-03	become wise (to something)	pblr:wise-up-03.thing-learned		
pbrs:wish-01	wish, desire	pblr:wish-01.thing-wished-for		va:0032f
pbrs:wish-01	wish, desire	pblr:wish-01.benefactive		va:0032f
pbrs:wish-01	wish, desire	pblr:wish-01.wisher		va:0032f
pbrs:withdraw-01	withdraw, remove oneself, removal from a source	pblr:withdraw-01.removed-from		va:0605f
pbrs:withdraw-01	withdraw, remove oneself, removal from a source	pblr:withdraw-01.entity-removing		va:0605f
pbrs:withdraw-01	withdraw, remove oneself, removal from a source	pblr:withdraw-01.thing-being-withdrawn		va:0605f
pbrs:withdrawal-02	symptom of loss of drugs from the body	pblr:withdrawal-02.drug		
pbrs:withdrawal-02	symptom of loss of drugs from the body	pblr:withdrawal-02.entity-experiencing-withdrawals		
pbrs:wither-01	like an unwatered plant	pblr:wither-01.plant		va:0561f
pbrs:wither-01	like an unwatered plant	pblr:wither-01.cause-of-withering		va:0561f
pbrs:withhold-01	to refrain from or deduct, holding back	pblr:withhold-01.withholder		va:0333f
pbrs:withhold-01	to refrain from or deduct, holding back	pblr:withhold-01.entity-withheld		va:0333f
pbrs:withhold-01	to refrain from or deduct, holding back	pblr:withhold-01.entity-withheld-from		va:0333f
pbrs:withstand-01	to oppose or resist	pblr:withstand-01.entity-opposed		va:0145f
pbrs:withstand-01	to oppose or resist	pblr:withstand-01.entity-withstanding		va:0145f
pbrs:witness-01	to observe, see, or be a site of	pblr:witness-01.agent		va:0521f
pbrs:witness-01	to observe, see, or be a site of	pblr:witness-01.thing-witnessed		va:0521f
pbrs:witter-01	drone on about something trivial	pblr:witter-01.hearer		
pbrs:witter-01	drone on about something trivial	pblr:witter-01.speaker		
pbrs:witter-01	drone on about something trivial	pblr:witter-01.utterance		
pbrs:wnl-01	within normal limits	pblr:wnl-01.entity-within-normal-limits		
pbrs:wnl-01	within normal limits	pblr:wnl-01.normal-as-applies-to-what-group		
pbrs:wnwd-01	well nourished, well developed	pblr:wnwd-01.entity-who-is-wn		
pbrs:wobble-01	stay in place, unsteadily	pblr:wobble-01.unsteady-thing		va:0030f
pbrs:wolf-down-01	eat voraciously	pblr:wolf-down-01.eater		
pbrs:wolf-down-01	eat voraciously	pblr:wolf-down-01.food		
pbrs:woman-01	act as female staff for, work at	pblr:woman-01.worker		
pbrs:woman-01	act as female staff for, work at	pblr:woman-01.task-or-place		
pbrs:womanize-01	pursue women excessively, 	pblr:womanize-01.woman-seduced		va:0205f
pbrs:womanize-01	pursue women excessively, 	pblr:womanize-01.womanizer		va:0205f
pbrs:wonder-01	think about, ponder	pblr:wonder-01.thinker		va:0096f
pbrs:wonder-01	think about, ponder	pblr:wonder-01.thought		va:0096f
pbrs:wonder-02	experience a sense of wonder, experience wonder/awe, inspire awe, wonder	pblr:wonder-02.wonderful		
pbrs:wonder-02	experience a sense of wonder, experience wonder/awe, inspire awe, wonder	pblr:wonder-02.experiencer		
pbrs:wonderful-03	generally positive, admirable	pblr:wonderful-03.wonderful-thing		
pbrs:wonderful-03	generally positive, admirable	pblr:wonderful-03.beneficiary		
pbrs:wonderful-04	very skilled at	pblr:wonderful-04.skilled-at		
pbrs:wonderful-04	very skilled at	pblr:wonderful-04.skilled-entity		
pbrs:wonderful-05	beneficial, useful, possibly for health	pblr:wonderful-05.thing-that-is-beneficial		
pbrs:wonderful-05	beneficial, useful, possibly for health	pblr:wonderful-05.beneficial-for-whom		
pbrs:woo-01	pursue with intent to marry	pblr:woo-01.pursued		va:0205f
pbrs:woo-01	pursue with intent to marry	pblr:woo-01.pursuer		va:0205f
pbrs:woof-01	make the noise 'woof'	pblr:woof-01.the-woof-or-its-subject-matter		
pbrs:woof-01	make the noise 'woof'	pblr:woof-01.woofer		
pbrs:woof-01	make the noise 'woof'	pblr:woof-01.hearer		
pbrs:woolgather-01	daydream	pblr:woolgather-01.thing-dreamt-about		
pbrs:woolgather-01	daydream	pblr:woolgather-01.daydreamer		
pbrs:word-01	to express in words	pblr:word-01.expresser		va:0009f
pbrs:word-01	to express in words	pblr:word-01.text		va:0009f
pbrs:word-02	talk with	pblr:word-02.subject		
pbrs:word-02	talk with	pblr:word-02.hearer		
pbrs:word-02	talk with	pblr:word-02.talker		
pbrs:work-01	work, being employed, acts, deeds (no physical parts or gov't departments!)	pblr:work-01.secondary-theme		va:0597f
pbrs:work-01	work, being employed, acts, deeds (no physical parts or gov't departments!)	pblr:work-01.instrumental		va:0597f
pbrs:work-01	work, being employed, acts, deeds (no physical parts or gov't departments!)	pblr:work-01.job		va:0597f
pbrs:work-01	work, being employed, acts, deeds (no physical parts or gov't departments!)	pblr:work-01.worker		va:0597f
pbrs:work-01	work, being employed, acts, deeds (no physical parts or gov't departments!)	pblr:work-01.employer		va:0597f
pbrs:work-01	work, being employed, acts, deeds (no physical parts or gov't departments!)	pblr:work-01.coworker		va:0597f
pbrs:work-06	move with purpose	pblr:work-06.end-point		va:0137f
pbrs:work-06	move with purpose	pblr:work-06.entity-in-motion		va:0137f
pbrs:work-06	move with purpose	pblr:work-06.start-point		va:0137f
pbrs:work-06	move with purpose	pblr:work-06.description-of-path		va:0137f
pbrs:work-07	put, manipulate, inserting	pblr:work-07.manipulator		va:0483f
pbrs:work-07	put, manipulate, inserting	pblr:work-07.destination		va:0483f
pbrs:work-07	put, manipulate, inserting	pblr:work-07.thing-manipulated		va:0483f
pbrs:work-08	confused with wreak	pblr:work-08.worker		va:0058f
pbrs:work-08	confused with wreak	pblr:work-08.damage		va:0058f
pbrs:work-08	confused with wreak	pblr:work-08.wrought-upon-what		va:0058f
pbrs:work-09	function, operate	pblr:work-09.causer		va:0183f
pbrs:work-09	function, operate	pblr:work-09.thing-functioning		va:0183f
pbrs:work-09	function, operate	pblr:work-09.beneficiary		va:0183f
pbrs:work-10	resultative construction	pblr:work-10.person-working-something1		
pbrs:work-10	resultative construction	pblr:work-10.end-result-of-thing-worked		
pbrs:work-10	resultative construction	pblr:work-10.thing-undergoing-change-of-state		
pbrs:work-11	'in the works'	pblr:work-11.thing-getting-underway		
pbrs:work-12	work-of-art	pblr:work-12.secondary-theme		
pbrs:work-12	work-of-art	pblr:work-12.artist		
pbrs:work-12	work-of-art	pblr:work-12.art-work-or-subject-area		
pbrs:work-13	'at-work'  cause change, at/in play	pblr:work-13.secondary-attribute		
pbrs:work-13	'at-work'  cause change, at/in play	pblr:work-13.thing-existing		
pbrs:work-out-02	work out: arrange	pblr:work-out-02.collaborator		
pbrs:work-out-02	work out: arrange	pblr:work-out-02.scheme		
pbrs:work-out-02	work out: arrange	pblr:work-out-02.arranger		
pbrs:work-out-03	work out: exercise	pblr:work-out-03.athlete		
pbrs:work-out-05	work out: amount, count up	pblr:work-out-05.count		
pbrs:work-out-05	work out: amount, count up	pblr:work-out-05.counter		
pbrs:work-out-05	work out: amount, count up	pblr:work-out-05.thing-being-counted		
pbrs:work-up-04	work up: create, cause to come about	pblr:work-up-04.benefactive		
pbrs:work-up-04	work up: create, cause to come about	pblr:work-up-04.creator		
pbrs:work-up-04	work up: create, cause to come about	pblr:work-up-04.thing-arising		
pbrs:work-up-101		pblr:work-up-101.condition		
pbrs:work-up-101		pblr:work-up-101.patient		
pbrs:work-up-101		pblr:work-up-101.doctor		
pbrs:worked-up-14	Angry, agitated, excited about something	pblr:worked-up-14.stimulus		
pbrs:worked-up-14	Angry, agitated, excited about something	pblr:worked-up-14.excited-entity		
pbrs:worm-01	manner of motion	pblr:worm-01.creeper		
pbrs:worm-01	manner of motion	pblr:worm-01.path		
pbrs:worrisome-03	suggestive of a particular condition or outcome	pblr:worrisome-03.the-condition-possibly-indicated-by-arg0		
pbrs:worrisome-03	suggestive of a particular condition or outcome	pblr:worrisome-03.worrisome-symptom		
pbrs:worrisome-03	suggestive of a particular condition or outcome	pblr:worrisome-03.entity-experiencing-worry		
pbrs:worry-01	worry with direct object, causing worry, anxious about	pblr:worry-01.worrier		va:0582f
pbrs:worry-01	worry with direct object, causing worry, anxious about	pblr:worry-01.cause-of-worrying		va:0582f
pbrs:worry-01	worry with direct object, causing worry, anxious about	pblr:worry-01.instrument		va:0582f
pbrs:worry-02	worrier as active subject	pblr:worry-02.worrier		va:0582f
pbrs:worry-02	worrier as active subject	pblr:worry-02.topic-of-worry		va:0582f
pbrs:worsen-01	(cause to) become worse	pblr:worsen-01.generally-negative		va:0432f
pbrs:worsen-01	(cause to) become worse	pblr:worsen-01.causer-of-badness		va:0432f
pbrs:worsen-01	(cause to) become worse	pblr:worsen-01.entity-for-whom-arg1-is-getting-worse		va:0432f
pbrs:worship-01	admire	pblr:worship-01.admirer		va:0101f
pbrs:worship-01	admire	pblr:worship-01.admired		va:0101f
pbrs:worth-01	economic value	pblr:worth-01.value		
pbrs:worth-01	economic value	pblr:worth-01.thing-having-value		
pbrs:worth-01	economic value	pblr:worth-01.entity-recognizing-value		
pbrs:worth-02	worthy of, deserving	pblr:worth-02.worthy-of-what		
pbrs:worth-02	worthy of, deserving	pblr:worth-02.worthy-thing		
pbrs:worthless-01	not having any value	pblr:worthless-01.to-whom		
pbrs:worthless-01	not having any value	pblr:worthless-01.thing-having-no-value		
pbrs:worthwhile-01	worthy of spending time on	pblr:worthwhile-01.worthwhile-thing		
